	Time [s]	Minimum [°C]	Maximum [°C]	Average [°C]	
64	4.23	25.	25.	25.	
65	4.33	25.	25.	25.	
66	4.43	25.	25.	25.	
67	4.53	25.	25.	25.	
68	4.63	25.	25.	25.	
69	4.73	25.	25.	25.	
70	4.83	25.	25.	25.	
71	4.93	25.	25.	25.	
72	5.	25.	25.	25.	
73	5.01	25.	25.	25.	
74	5.02	25.	25.	25.	
75	5.05	25.	25.	25.	
76	5.14	25.	25.	25.	
77	5.24	25.	25.	25.	
78	5.34	25.	25.	25.	
79	5.44	25.	25.	25.	
80	5.54	25.	25.	25.	
81	5.64	25.	25.	25.	
82	5.74	25.	25.	25.	
83	5.84	25.	25.	25.	
84	5.94	25.	25.	25.	
85	6.	25.	25.	25.	
86	6.01	25.	25.	25.	
87	6.02	25.	25.	25.	
88	6.05	25.	25.	25.	
89	6.095	25.	25.	25.	
90	6.14	25.	25.	25.	
91	6.24	25.	25.	25.	
92	6.34	25.	25.	25.	
93	6.39	25.	25.	25.	
94	6.415	25.	25.	25.	
95	6.4275	25.	25.	25.	
96	6.44	25.	25.	25.	
97	6.465	25.	25.	25.	
98	6.54	25.	25.	25.	
99	6.615	25.	25.	25.	
100	6.715	25.	25.	25.	
101	6.815	25.	25.	25.	
102	6.915	25.	25.	25.	
103	7.	25.	25.	25.	
104	7.01	25.	25.	25.	
105	7.02	25.	25.	25.	
106	7.05	25.	25.	25.	
107	7.08	25.	25.	25.	
108	7.11	25.	25.	25.	
109	7.2	25.	25.	25.	
110	7.3	25.	25.	25.	
111	7.4	25.	25.	25.	
112	7.5	25.	25.	25.	
113	7.6	25.	25.	25.	
114	7.7	25.	25.	25.	
115	7.8	25.	25.	25.	
116	7.9	25.	25.	25.	
117	8.	25.	25.	25.	
118	8.01	25.	25.	25.	
119	8.02	25.	25.	25.	
120	8.03	25.	25.	25.	
121	8.04	25.	25.	25.	
122	8.06	25.	25.	25.	
123	8.12	25.	25.	25.	
124	8.22	25.	25.	25.	
125	8.32	25.	25.	25.	
126	8.42	25.	25.	25.	
127	8.52	25.	25.	25.	
128	8.62	25.	25.	25.	
129	8.72	25.	25.	25.	
130	8.82	25.	25.	25.	
131	8.92	25.	25.	25.	
132	9.	25.	25.	25.	
133	9.01	25.	25.	25.	
134	9.02	25.	25.	25.	
135	9.05	25.	25.	25.	
136	9.08	25.	25.	25.	
137	9.11	25.	25.	25.	
138	9.2	25.	25.	25.	
139	9.25	25.	25.	25.	
140	9.3	25.	25.	25.	
141	9.4	25.	25.	25.	
142	9.5	25.	25.	25.	
143	9.6	25.	25.	25.	
144	9.7	25.	25.	25.	
145	9.8	25.	25.	25.	
146	9.9	25.	25.	25.	
147	10.	25.	25.	25.	
148	10.01	25.	25.	25.	
149	10.02	25.	25.	25.	
150	10.05	25.	25.	25.	
151	10.14	25.	25.	25.	
152	10.23	25.	25.	25.	
153	10.33	25.	25.	25.	
154	10.43	25.	25.	25.	
155	10.53	25.	25.	25.	
156	10.63	25.	25.	25.	
157	10.73	25.	25.	25.	
158	10.83	25.	25.	25.	
159	10.93	25.	25.	25.	
160	11.	25.	25.	25.	
161	11.01	25.	25.	25.	
162	11.02	25.	25.	25.	
163	11.03	25.	25.	25.	
164	11.06	25.	25.	25.	
165	11.09	25.	25.	25.	
166	11.18	25.	25.	25.	
167	11.28	25.	25.	25.	
168	11.38	25.	25.	25.	
169	11.48	25.	25.	25.	
170	11.58	25.	25.	25.	
171	11.68	25.	25.	25.	
172	11.78	25.	25.	25.	
173	11.88	25.	25.	25.	
174	11.94	25.	25.	25.	
175	12.	25.	25.	25.	
176	12.01	25.	25.	25.	
177	12.02	25.	25.	25.	
178	12.03	25.	25.	25.	
179	12.06	25.	25.	25.	
180	12.09	25.	25.	25.	
181	12.12	25.	25.	25.	
182	12.21	25.	25.	25.	
183	12.3	25.	25.	25.	
184	12.4	25.	25.	25.	
185	12.5	25.	25.	25.	
186	12.6	25.	25.	25.	
187	12.7	25.	25.	25.	
188	12.8	25.	25.	25.	
189	12.9	25.	25.	25.	
190	13.	25.	25.	25.	
191	13.01	25.	25.	25.	
192	13.02	25.	25.	25.	
193	13.03	25.	25.	25.	
194	13.06	25.	25.	25.	
195	13.15	25.	25.	25.	
196	13.24	25.	25.	25.	
197	13.34	25.	25.	25.	
198	13.44	25.	25.	25.	
199	13.54	25.	25.	25.	
200	13.64	25.	25.	25.	
201	13.74	25.	25.	25.	
202	13.84	25.	25.	25.	
203	13.94	25.	25.	25.	
204	14.	25.	25.	25.	
205	14.01	25.	25.	25.	
206	14.02	25.	25.	25.	
207	14.03	25.	25.	25.	
208	14.06	25.	25.	25.	
209	14.09	25.	25.	25.	
210	14.18	25.	25.	25.	
211	14.28	25.	25.	25.	
212	14.38	25.	25.	25.	
213	14.48	25.	25.	25.	
214	14.58	25.	25.	25.	
215	14.68	25.	25.	25.	
216	14.78	25.	25.	25.	
217	14.88	25.	25.	25.	
218	14.94	25.	25.	25.	
219	15.	25.	25.	25.	
220	15.01	25.	25.	25.	
221	15.02	25.	25.	25.	
222	15.05	25.	25.	25.	
223	15.14	25.	25.	25.	
224	15.23	25.	25.	25.	
225	15.33	25.	25.	25.	
226	15.43	25.	25.	25.	
227	15.53	25.	25.	25.	
228	15.63	25.	25.	25.	
229	15.73	25.	25.	25.	
230	15.83	25.	25.	25.	
231	15.93	25.	25.	25.	
232	16.	25.	25.	25.	
233	16.01	25.	25.	25.	
234	16.02	25.	25.	25.	
235	16.05	25.	25.	25.	
236	16.08	25.	25.	25.	
237	16.17	25.	25.	25.	
238	16.27	25.	25.	25.	
239	16.37	25.	25.	25.	
240	16.47	25.	25.	25.	
241	16.57	25.	25.	25.	
242	16.67	25.	25.	25.	
243	16.77	25.	25.	25.	
244	16.87	25.	25.	25.	
245	16.935	25.	25.	25.	
246	17.	25.	25.	25.	
247	17.01	25.	25.	25.	
248	17.02	25.	25.	25.	
249	17.05	25.	25.	25.	
250	17.14	25.	25.	25.	
251	17.23	25.	25.	25.	
252	17.33	25.	25.	25.	
253	17.43	25.	25.	25.	
254	17.53	25.	25.	25.	
255	17.63	25.	25.	25.	
256	17.73	25.	25.	25.	
257	17.83	25.	25.	25.	
258	17.93	25.	25.	25.	
259	18.	25.	25.	25.	
260	18.01	25.	25.	25.	
261	18.02	25.	25.	25.	
262	18.05	25.	25.	25.	
263	18.14	25.	25.	25.	
264	18.24	25.	25.	25.	
265	18.34	25.	25.	25.	
266	18.44	25.	25.	25.	
267	18.54	25.	25.	25.	
268	18.64	25.	25.	25.	
269	18.74	25.	25.	25.	
270	18.84	25.	25.	25.	
271	18.94	25.	25.	25.	
272	19.	25.	25.	25.	
273	19.01	25.	25.	25.	
274	19.02	25.	25.	25.	
275	19.05	25.	25.	25.	
276	19.14	25.	25.	25.	
277	19.24	25.	25.	25.	
278	19.34	25.	25.	25.	
279	19.44	25.	25.	25.	
280	19.54	25.	25.	25.	
281	19.64	25.	25.	25.	
282	19.74	25.	25.	25.	
283	19.84	25.	25.	25.	
284	19.94	25.	25.	25.	
285	20.	25.	25.	25.	
286	20.01	25.	25.	25.	
287	20.02	25.	25.	25.	
288	20.05	25.	25.	25.	
289	20.14	25.	25.	25.	
290	20.24	25.	25.	25.	
291	20.34	25.	25.	25.	
292	20.44	25.	25.	25.	
293	20.54	25.	25.	25.	
294	20.64	25.	25.	25.	
295	20.74	25.	25.	25.	
296	20.84	25.	25.	25.	
297	20.94	25.	25.	25.	
298	21.	25.	25.	25.	
299	21.01	25.	25.	25.	
300	21.02	25.	25.	25.	
301	21.05	25.	25.	25.	
302	21.14	25.	25.	25.	
303	21.24	25.	25.	25.	
304	21.34	25.	25.	25.	
305	21.44	25.	25.	25.	
306	21.54	25.	25.	25.	
307	21.64	25.	25.	25.	
308	21.74	25.	25.	25.	
309	21.84	25.	25.	25.	
310	21.94	25.	25.	25.	
311	22.	25.	25.	25.	
312	22.01	25.	25.	25.	
313	22.02	25.	25.	25.	
314	22.05	25.	25.	25.	
315	22.14	25.	25.	25.	
316	22.24	25.	25.	25.	
317	22.34	25.	25.	25.	
318	22.44	25.	25.	25.	
319	22.54	25.	25.	25.	
320	22.64	25.	25.	25.	
321	22.74	25.	25.	25.	
322	22.84	25.	25.	25.	
323	22.94	25.	25.	25.	
324	23.	25.	25.	25.	
325	23.01	25.	25.	25.	
326	23.02	25.	25.	25.	
327	23.05	25.	25.	25.	
328	23.14	25.	25.	25.	
329	23.24	25.	25.	25.	
330	23.34	25.	25.	25.	
331	23.44	25.	25.	25.	
332	23.54	25.	25.	25.	
333	23.64	25.	25.	25.	
334	23.74	25.	25.	25.	
335	23.84	25.	25.	25.	
336	23.94	25.	25.	25.	
337	24.	25.	25.	25.	
338	24.01	25.	25.	25.	
339	24.02	25.	25.	25.	
340	24.05	25.	25.	25.	
341	24.14	25.	25.	25.	
342	24.24	25.	25.	25.	
343	24.34	25.	25.	25.	
344	24.44	25.	25.	25.	
345	24.54	25.	25.	25.	
346	24.64	25.	25.	25.	
347	24.74	25.	25.	25.	
348	24.84	25.	25.	25.	
349	24.94	25.	25.	25.	
350	25.	25.	25.	25.	
351	25.01	25.	25.	25.	
352	25.02	25.	25.	25.	
353	25.05	25.	25.	25.	
354	25.14	25.	25.	25.	
355	25.24	25.	25.	25.	
356	25.34	25.	25.	25.	
357	25.44	25.	25.	25.	
358	25.54	25.	25.	25.	
359	25.64	25.	25.	25.	
360	25.74	25.	25.	25.	
361	25.84	25.	25.	25.	
362	25.94	25.	25.	25.	
363	26.	25.	25.	25.	
364	26.01	25.	25.	25.	
365	26.02	25.	25.	25.	
366	26.05	25.	25.	25.	
367	26.14	25.	25.	25.	
368	26.24	25.	25.	25.	
369	26.34	25.	25.	25.	
370	26.44	25.	25.	25.	
371	26.54	25.	25.	25.	
372	26.64	25.	25.	25.	
373	26.74	25.	25.	25.	
374	26.84	25.	25.	25.	
375	26.94	25.	25.	25.	
376	27.	25.	25.	25.	
377	27.01	25.	25.	25.	
378	27.02	25.	25.	25.	
379	27.05	25.	25.	25.	
380	27.14	25.	25.	25.	
381	27.24	25.	25.	25.	
382	27.34	25.	25.	25.	
383	27.44	25.	25.	25.	
384	27.54	25.	25.	25.	
385	27.64	25.	25.	25.	
386	27.74	25.	25.	25.	
387	27.84	25.	25.	25.	
388	27.94	25.	25.	25.	
389	28.	25.	25.	25.	
390	28.01	25.	25.	25.	
391	28.02	25.	25.	25.	
392	28.05	25.	25.	25.	
393	28.14	25.	25.	25.	
394	28.24	25.	25.	25.	
395	28.34	25.	25.	25.	
396	28.44	25.	25.	25.	
397	28.54	25.	25.	25.	
398	28.64	25.	25.	25.	
399	28.74	25.	25.	25.	
400	28.84	25.	25.	25.	
401	28.94	25.	25.	25.	
402	29.	25.	25.	25.	
403	29.01	25.	25.	25.	
404	29.02	25.	25.	25.	
405	29.05	25.	25.	25.	
406	29.14	25.	25.	25.	
407	29.24	25.	25.	25.	
408	29.34	25.	25.	25.	
409	29.44	25.	25.	25.	
410	29.54	25.	25.	25.	
411	29.64	25.	25.	25.	
412	29.74	25.	25.	25.	
413	29.84	25.	25.	25.	
414	29.94	25.	25.	25.	
415	30.	25.	25.	25.	
416	30.01	25.	25.	25.	
417	30.02	25.	25.	25.	
418	30.05	25.	25.	25.	
419	30.14	25.	25.	25.	
420	30.24	25.	25.	25.	
421	30.34	25.	25.	25.	
422	30.44	25.	25.	25.	
423	30.54	25.	25.	25.	
424	30.64	25.	25.	25.	
425	30.74	25.	25.	25.	
426	30.84	25.	25.	25.	
427	30.94	25.	25.	25.	
428	31.	25.	25.	25.	
429	31.01	25.	25.	25.	
430	31.02	25.	25.	25.	
431	31.05	25.	25.	25.	
432	31.14	25.	25.	25.	
433	31.24	25.	25.	25.	
434	31.34	25.	25.	25.	
435	31.44	25.	25.	25.	
436	31.54	25.	25.	25.	
437	31.64	25.	25.	25.	
438	31.74	25.	25.	25.	
439	31.84	25.	25.	25.	
440	31.94	25.	25.	25.	
441	32.	25.	25.	25.	
442	32.01	25.	25.	25.	
443	32.02	25.	25.	25.	
444	32.05	25.	25.	25.	
445	32.14	25.	25.	25.	
446	32.24	25.	25.	25.	
447	32.34	25.	25.	25.	
448	32.44	25.	25.	25.	
449	32.54	25.	25.	25.	
450	32.64	25.	25.	25.	
451	32.74	25.	25.	25.	
452	32.84	25.	25.	25.	
453	32.94	25.	25.	25.	
454	33.	25.	25.	25.	
455	33.01	25.	25.	25.	
456	33.02	25.	25.	25.	
457	33.05	25.	25.	25.	
458	33.14	25.	25.	25.	
459	33.24	25.	25.	25.	
460	33.34	25.	25.	25.	
461	33.44	25.	25.	25.	
462	33.54	25.	25.	25.	
463	33.64	25.	25.	25.	
464	33.74	25.	25.	25.	
465	33.84	25.	25.	25.	
466	33.94	25.	25.	25.	
467	34.	25.	25.	25.	
468	34.01	25.	25.	25.	
469	34.02	25.	25.	25.	
470	34.05	25.	25.	25.	
471	34.14	25.	25.	25.	
472	34.24	25.	25.	25.	
473	34.34	25.	25.	25.	
474	34.44	25.	25.	25.	
475	34.54	25.	25.	25.	
476	34.64	25.	25.	25.	
477	34.74	25.	25.	25.	
478	34.84	25.	25.	25.	
479	34.94	25.	25.	25.	
480	35.	25.	25.	25.	
481	35.01	25.	25.	25.	
482	35.02	25.	25.	25.	
483	35.05	25.	25.	25.	
484	35.14	25.	25.	25.	
485	35.24	25.	25.	25.	
486	35.34	25.	25.	25.	
487	35.44	25.	25.	25.	
488	35.54	25.	25.	25.	
489	35.64	25.	25.	25.	
490	35.74	25.	25.	25.	
491	35.84	25.	25.	25.	
492	35.94	25.	25.	25.	
493	36.	25.	25.	25.	
494	36.01	25.	25.	25.	
495	36.02	25.	25.	25.	
496	36.05	25.	25.	25.	
497	36.14	25.	25.	25.	
498	36.24	25.	25.	25.	
499	36.34	25.	25.	25.	
500	36.44	25.	25.	25.	
501	36.54	25.	25.	25.	
502	36.64	25.	25.	25.	
503	36.74	25.	25.	25.	
504	36.84	25.	25.	25.	
505	36.94	25.	25.	25.	
506	37.	25.	25.	25.	
507	37.01	25.	25.	25.	
508	37.02	25.	25.	25.	
509	37.05	25.	25.	25.	
510	37.14	25.	25.	25.	
511	37.24	25.	25.	25.	
512	37.34	25.	25.	25.	
513	37.44	25.	25.	25.	
514	37.54	25.	25.	25.	
515	37.64	25.	25.	25.	
516	37.74	25.	25.	25.	
517	37.84	25.	25.	25.	
518	37.94	25.	25.	25.	
519	38.	25.	25.	25.	
520	38.01	25.	25.	25.	
521	38.02	25.	25.	25.	
522	38.05	25.	25.	25.	
523	38.14	25.	25.	25.	
524	38.24	25.	25.	25.	
525	38.34	25.	25.	25.	
526	38.44	25.	25.	25.	
527	38.54	25.	25.	25.	
528	38.64	25.	25.	25.	
529	38.74	25.	25.	25.	
530	38.84	25.	25.	25.	
531	38.94	25.	25.	25.	
532	39.	25.	25.	25.	
533	39.01	25.	25.	25.	
534	39.02	25.	25.	25.	
535	39.05	25.	25.	25.	
536	39.14	25.	25.	25.	
537	39.24	25.	25.	25.	
538	39.34	25.	25.	25.	
539	39.44	25.	25.	25.	
540	39.54	25.	25.	25.	
541	39.64	25.	25.	25.	
542	39.74	25.	25.	25.	
543	39.84	25.	25.	25.	
544	39.94	25.	25.	25.	
545	40.	25.	25.	25.	
546	40.01	25.	25.	25.	
547	40.02	25.	25.	25.	
548	40.05	25.	25.	25.	
549	40.14	25.	25.	25.	
550	40.24	25.	25.	25.	
551	40.34	25.	25.	25.	
552	40.44	25.	25.	25.	
553	40.54	25.	25.	25.	
554	40.64	25.	25.	25.	
555	40.74	25.	25.	25.	
556	40.84	25.	25.	25.	
557	40.94	25.	25.	25.	
558	41.	25.	25.	25.	
559	41.01	25.	25.	25.	
560	41.02	25.	25.	25.	
561	41.05	25.	25.	25.	
562	41.14	25.	25.	25.	
563	41.24	25.	25.	25.	
564	41.34	25.	25.	25.	
565	41.44	25.	25.	25.	
566	41.54	25.	25.	25.	
567	41.64	25.	25.	25.	
568	41.74	25.	25.	25.	
569	41.84	25.	25.	25.	
570	41.94	25.	25.	25.	
571	42.	25.	25.	25.	
572	42.01	25.	25.	25.	
573	42.02	25.	25.	25.	
574	42.05	25.	25.	25.	
575	42.14	25.	25.	25.	
576	42.24	25.	25.	25.	
577	42.34	25.	25.	25.	
578	42.44	25.	25.	25.	
579	42.54	25.	25.	25.	
580	42.64	25.	25.	25.	
581	42.74	25.	25.	25.	
582	42.84	25.	25.	25.	
583	42.94	25.	25.	25.	
584	43.	25.	25.	25.	
585	43.01	25.	25.	25.	
586	43.02	25.	25.	25.	
587	43.05	25.	25.	25.	
588	43.14	25.	25.	25.	
589	43.24	25.	25.	25.	
590	43.34	25.	25.	25.	
591	43.44	25.	25.	25.	
592	43.54	25.	25.	25.	
593	43.64	25.	25.	25.	
594	43.74	25.	25.	25.	
595	43.84	25.	25.	25.	
596	43.94	25.	25.	25.	
597	44.	25.	25.	25.	
598	44.01	25.	25.	25.	
599	44.02	25.	25.	25.	
600	44.05	25.	25.	25.	
601	44.14	25.	25.	25.	
602	44.24	25.	25.	25.	
603	44.34	25.	25.	25.	
604	44.44	25.	25.	25.	
605	44.54	25.	25.	25.	
606	44.64	25.	25.	25.	
607	44.74	25.	25.	25.	
608	44.84	25.	25.	25.	
609	44.94	25.	25.	25.	
610	45.	25.	25.	25.	
611	45.01	25.	25.	25.	
612	45.02	25.	25.	25.	
613	45.05	25.	25.	25.	
614	45.14	25.	25.	25.	
615	45.24	25.	25.	25.	
616	45.34	25.	25.	25.	
617	45.44	25.	25.	25.	
618	45.54	25.	25.	25.	
619	45.64	25.	25.	25.	
620	45.74	25.	25.	25.	
621	45.84	25.	25.	25.	
622	45.94	25.	25.	25.	
623	46.	25.	25.	25.	
624	46.01	25.	25.	25.	
625	46.02	25.	25.	25.	
626	46.05	25.	25.	25.	
627	46.14	25.	25.	25.	
628	46.24	25.	25.	25.	
629	46.34	25.	25.	25.	
630	46.44	25.	25.	25.	
631	46.54	25.	25.	25.	
632	46.64	25.	25.	25.	
633	46.74	25.	25.	25.	
634	46.84	25.	25.	25.	
635	46.94	25.	25.	25.	
636	47.	25.	25.	25.	
637	47.01	25.	25.	25.	
638	47.02	25.	25.	25.	
639	47.05	25.	25.	25.	
640	47.14	25.	25.	25.	
641	47.24	25.	25.	25.	
642	47.34	25.	25.	25.	
643	47.44	25.	25.	25.	
644	47.54	25.	25.	25.	
645	47.64	25.	25.	25.	
646	47.74	25.	25.	25.	
647	47.84	25.	25.	25.	
648	47.94	25.	25.	25.	
649	48.	25.	25.	25.	
650	48.01	25.	25.	25.	
651	48.02	25.	25.	25.	
652	48.05	25.	25.	25.	
653	48.14	25.	25.	25.	
654	48.24	25.	25.	25.	
655	48.34	25.	25.	25.	
656	48.44	25.	25.	25.	
657	48.54	25.	25.	25.	
658	48.64	25.	25.	25.	
659	48.74	25.	25.	25.	
660	48.84	25.	25.	25.	
661	48.94	25.	25.	25.	
662	49.	25.	25.	25.	
663	49.01	25.	25.	25.	
664	49.02	25.	25.	25.	
665	49.05	25.	25.	25.	
666	49.14	25.	25.	25.	
667	49.24	25.	25.	25.	
668	49.34	25.	25.	25.	
669	49.44	25.	25.	25.	
670	49.54	25.	25.	25.	
671	49.64	25.	25.	25.	
672	49.74	25.	25.	25.	
673	49.84	25.	25.	25.	
674	49.94	25.	25.	25.	
675	50.	25.	25.	25.	
676	50.01	25.	25.	25.	
677	50.02	25.	25.	25.	
678	50.05	25.	25.	25.	
679	50.14	25.	25.	25.	
680	50.24	25.	25.	25.	
681	50.34	25.	25.	25.	
682	50.44	25.	25.	25.	
683	50.54	25.	25.	25.	
684	50.64	25.	25.	25.	
685	50.74	25.	25.	25.	
686	50.84	25.	25.	25.	
687	50.94	25.	25.	25.	
688	51.	25.	25.	25.	
689	51.01	25.	25.	25.	
690	51.02	25.	25.	25.	
691	51.05	25.	25.	25.	
692	51.14	25.	25.	25.	
693	51.24	25.	25.	25.	
694	51.34	25.	25.	25.	
695	51.44	25.	25.	25.	
696	51.54	25.	25.	25.	
697	51.64	25.	25.	25.	
698	51.74	25.	25.	25.	
699	51.84	25.	25.	25.	
700	51.94	25.	25.	25.	
701	52.	25.	25.	25.	
702	52.01	25.	25.	25.	
703	52.02	25.	25.	25.	
704	52.05	25.	25.	25.	
705	52.14	25.	25.	25.	
706	52.24	25.	25.	25.	
707	52.34	25.	25.	25.	
708	52.44	25.	25.	25.	
709	52.54	25.	25.	25.	
710	52.64	25.	25.	25.	
711	52.74	25.	25.	25.	
712	52.84	25.	25.	25.	
713	52.94	25.	25.	25.	
714	53.	25.	25.	25.	
715	53.01	25.	25.	25.	
716	53.02	25.	25.	25.	
717	53.05	25.	25.	25.	
718	53.14	25.	25.	25.	
719	53.24	25.	25.	25.	
720	53.34	25.	25.	25.	
721	53.44	25.	25.	25.	
722	53.54	25.	25.	25.	
723	53.64	25.	25.	25.	
724	53.74	25.	25.	25.	
725	53.84	25.	25.	25.	
726	53.94	25.	25.	25.	
727	54.	25.	25.	25.	
728	54.01	25.	25.	25.	
729	54.02	25.	25.	25.	
730	54.05	25.	25.	25.	
731	54.14	25.	25.	25.	
732	54.24	25.	25.	25.	
733	54.34	25.	25.	25.	
734	54.44	25.	25.	25.	
735	54.54	25.	25.	25.	
736	54.64	25.	25.	25.	
737	54.74	25.	25.	25.	
738	54.84	25.	25.	25.	
739	54.94	25.	25.	25.	
740	55.	25.	25.	25.	
741	55.01	25.	25.	25.	
742	55.02	25.	25.	25.	
743	55.05	25.	25.	25.	
744	55.14	25.	25.	25.	
745	55.24	25.	25.	25.	
746	55.34	25.	25.	25.	
747	55.44	25.	25.	25.	
748	55.54	25.	25.	25.	
749	55.64	25.	25.	25.	
750	55.74	25.	25.	25.	
751	55.84	25.	25.	25.	
752	55.94	25.	25.	25.	
753	56.	25.	25.	25.	
754	56.01	25.	25.	25.	
755	56.02	25.	25.	25.	
756	56.05	25.	25.	25.	
757	56.14	25.	25.	25.	
758	56.24	25.	25.	25.	
759	56.34	25.	25.	25.	
760	56.44	25.	25.	25.	
761	56.54	25.	25.	25.	
762	56.64	25.	25.	25.	
763	56.74	25.	25.	25.	
764	56.84	25.	25.	25.	
765	56.94	25.	25.	25.	
766	57.	25.	25.	25.	
767	57.01	25.	25.	25.	
768	57.02	25.	25.	25.	
769	57.05	25.	25.	25.	
770	57.14	25.	25.	25.	
771	57.24	25.	25.	25.	
772	57.34	25.	25.	25.	
773	57.44	25.	25.	25.	
774	57.54	25.	25.	25.	
775	57.64	25.	25.	25.	
776	57.74	25.	25.	25.	
777	57.84	25.	25.	25.	
778	57.94	25.	25.	25.	
779	58.	25.	25.	25.	
780	58.01	25.	25.	25.	
781	58.02	25.	25.	25.	
782	58.05	25.	25.	25.	
783	58.14	25.	25.	25.	
784	58.24	25.	25.	25.	
785	58.34	25.	25.	25.	
786	58.44	25.	25.	25.	
787	58.54	25.	25.	25.	
788	58.64	25.	25.	25.	
789	58.74	25.	25.	25.	
790	58.84	25.	25.	25.	
791	58.94	25.	25.	25.	
792	59.	25.	25.	25.	
793	59.01	25.	25.	25.	
794	59.02	25.	25.	25.	
795	59.05	25.	25.	25.	
796	59.14	25.	25.	25.	
797	59.24	25.	25.	25.	
798	59.34	25.	25.	25.	
799	59.44	25.	25.	25.	
800	59.54	25.	25.	25.	
801	59.64	25.	25.	25.	
802	59.74	25.	25.	25.	
803	59.84	25.	25.	25.	
804	59.94	25.	25.	25.	
805	60.	25.	25.	25.	
806	60.01	25.	25.	25.	
807	60.02	25.	25.	25.	
808	60.05	25.	25.	25.	
809	60.14	25.	25.	25.	
810	60.24	25.	25.	25.	
811	60.34	25.	25.	25.	
812	60.44	25.	25.	25.	
813	60.54	25.	25.	25.	
814	60.64	25.	25.	25.	
815	60.74	25.	25.	25.	
816	60.84	25.	25.	25.	
817	60.94	25.	25.	25.	
818	61.	25.	25.	25.	
819	61.01	25.	25.	25.	
820	61.02	25.	25.	25.	
821	61.05	25.	25.	25.	
822	61.14	25.	25.	25.	
823	61.24	25.	25.	25.	
824	61.34	25.	25.	25.	
825	61.44	25.	25.	25.	
826	61.54	25.	25.	25.	
827	61.64	25.	25.	25.	
828	61.74	25.	25.	25.	
829	61.84	25.	25.	25.	
830	61.94	25.	25.	25.	
831	62.	25.	25.	25.	
832	62.01	25.	25.	25.	
833	62.02	25.	25.	25.	
834	62.05	25.	25.	25.	
835	62.14	25.	25.	25.	
836	62.24	25.	25.	25.	
837	62.34	25.	25.	25.	
838	62.44	25.	25.	25.	
839	62.54	25.	25.	25.	
840	62.64	25.	25.	25.	
841	62.74	25.	25.	25.	
842	62.84	25.	25.	25.	
843	62.94	25.	25.	25.	
844	63.	25.	25.	25.	
845	63.01	25.	25.	25.	
846	63.02	25.	25.	25.	
847	63.05	25.	25.	25.	
848	63.14	25.	25.	25.	
849	63.24	25.	25.	25.	
850	63.34	25.	25.	25.	
851	63.44	25.	25.	25.	
852	63.54	25.	25.	25.	
853	63.64	25.	25.	25.	
854	63.74	25.	25.	25.	
855	63.84	25.	25.	25.	
856	63.94	25.	25.	25.	
857	64.	25.	25.	25.	
858	64.01	25.	25.	25.	
859	64.02	25.	25.	25.	
860	64.05	25.	25.	25.	
861	64.14	25.	25.	25.	
862	64.24	25.	25.	25.	
863	64.34	25.	25.	25.	
864	64.44	25.	25.	25.	
865	64.54	25.	25.	25.	
866	64.64	25.	25.	25.	
867	64.74	25.	25.	25.	
868	64.84	25.	25.	25.	
869	64.94	25.	25.	25.	
870	65.	25.	25.	25.	
871	65.01	25.	25.	25.	
872	65.02	25.	25.	25.	
873	65.05	25.	25.	25.	
874	65.14	25.	25.	25.	
875	65.24	25.	25.	25.	
876	65.34	25.	25.	25.	
877	65.44	25.	25.	25.	
878	65.54	25.	25.	25.	
879	65.64	25.	25.	25.	
880	65.74	25.	25.	25.	
881	65.84	25.	25.	25.	
882	65.94	25.	25.	25.	
883	66.	25.	25.	25.	
884	66.01	25.	25.	25.	
885	66.02	25.	25.	25.	
886	66.05	25.	25.	25.	
887	66.14	25.	25.	25.	
888	66.24	25.	25.	25.	
889	66.34	25.	25.	25.	
890	66.44	25.	25.	25.	
891	66.54	25.	25.	25.	
892	66.64	25.	25.	25.	
893	66.74	25.	25.	25.	
894	66.84	25.	25.	25.	
895	66.94	25.	25.	25.	
896	67.	25.	25.	25.	
897	67.01	25.	25.	25.	
898	67.02	25.	25.	25.	
899	67.05	25.	25.	25.	
900	67.14	25.	25.	25.	
901	67.24	25.	25.	25.	
902	67.34	25.	25.	25.	
903	67.44	25.	25.	25.	
904	67.54	25.	25.	25.	
905	67.64	25.	25.	25.	
906	67.74	25.	25.	25.	
907	67.84	25.	25.	25.	
908	67.94	25.	25.	25.	
909	68.	25.	25.	25.	
910	68.01	25.	25.	25.	
911	68.02	25.	25.	25.	
912	68.05	25.	25.	25.	
913	68.14	25.	25.	25.	
914	68.24	25.	25.	25.	
915	68.34	25.	25.	25.	
916	68.44	25.	25.	25.	
917	68.54	25.	25.	25.	
918	68.64	25.	25.	25.	
919	68.74	25.	25.	25.	
920	68.84	25.	25.	25.	
921	68.94	25.	25.	25.	
922	69.	25.	25.	25.	
923	69.01	25.	25.	25.	
924	69.02	25.	25.	25.	
925	69.05	25.	25.	25.	
926	69.14	25.	25.	25.	
927	69.24	25.	25.	25.	
928	69.34	25.	25.	25.	
929	69.44	25.	25.	25.	
930	69.54	25.	25.	25.	
931	69.64	25.	25.	25.	
932	69.74	25.	25.	25.	
933	69.84	25.	25.	25.	
934	69.94	25.	25.	25.	
935	70.	25.	25.	25.	
936	70.01	25.	25.	25.	
937	70.02	25.	25.	25.	
938	70.05	25.	25.	25.	
939	70.14	25.	25.	25.	
940	70.24	25.	25.	25.	
